"filename", "language", "JSON with Comments", "JSON", "TOML", "TypeScript", "Markdown", "Ignore", "JavaScript", "YAML", "HTML", "Rust", "XML", "TypeScript JSX", "JavaScript JSX", "CSS", "comment", "blank", "total"
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/instructions/community_admin/telegram.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 4, 46
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/instructions/member.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 6, 7, 97
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/instructions/mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/instructions/super_admin.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 3, 4, 43
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 5, 6, 65
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/state.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 13, 92
"/Users/hieu/Work/crea8r/phanuel/programs/phanuel/src/writer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 4, 9, 74
"/Users/hieu/Work/crea8r/phanuel/tests/phanuel.ts", "TypeScript", 0, 0, 0, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 14, 603
"/Users/hieu/Work/crea8r/phanuel/tests/v0Helper.ts", "TypeScript", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 142
"/Users/hieu/Work/crea8r/phanuel/tsconfig.json", "JSON with Comments", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"Total", "-", 31, 18847, 1808, 1774, 57, 7, 440, 18, 35, 640, 2, 2795, 65, 864, 482, 776, 28641
